OSIEmp;OSIM;OSIA;OSIEst;OSICant
America Movil Peru S.A.C.;ene-17;2017;Sustraídos;63.710
America Movil Peru S.A.C.;ene-17;2017;Recuperados;5.902
America Movil Peru S.A.C.;ene-17;2017;Perdidos;32.283
Entel Peru S.A.;ene-17;2017;Recuperados;4.452
Entel Peru S.A.;ene-17;2017;Sustraídos;52.146
Flash Servicios Peru S.R.L.;ene-17;2017;Perdidos;12
Flash Servicios Peru S.R.L.;ene-17;2017;Sustraídos;106
Flash Servicios Peru S.R.L.;ene-17;2017;Recuperados;2
Telefonica del Peru S.A.A.;ene-17;2017;Sustraídos;81.018
Telefonica del Peru S.A.A.;ene-17;2017;Perdidos;36.563
Telefonica del Peru S.A.A.;ene-17;2017;Recuperados;5.451
Viettel Peru S.A.C.;ene-17;2017;Perdidos;1.923
Viettel Peru S.A.C.;ene-17;2017;Recuperados;189
Viettel Peru S.A.C.;ene-17;2017;Sustraídos;5.264
America Movil Peru S.A.C.;feb-17;2017;Recuperados;5.461
America Movil Peru S.A.C.;feb-17;2017;Sustraídos;61.650
America Movil Peru S.A.C.;feb-17;2017;Perdidos;29.327
Entel Peru S.A.;feb-17;2017;Recuperados;4.072
Entel Peru S.A.;feb-17;2017;Sustraídos;51.483
Flash Servicios Peru S.R.L.;feb-17;2017;Sustraídos;102
Flash Servicios Peru S.R.L.;feb-17;2017;Recuperados;3
Flash Servicios Peru S.R.L.;feb-17;2017;Perdidos;8
Telefonica del Peru S.A.A.;feb-17;2017;Sustraídos;74.695
Telefonica del Peru S.A.A.;feb-17;2017;Recuperados;4.762
Telefonica del Peru S.A.A.;feb-17;2017;Perdidos;31.353
Viettel Peru S.A.C.;feb-17;2017;Sustraídos;5.422
Viettel Peru S.A.C.;feb-17;2017;Perdidos;1.847
Viettel Peru S.A.C.;feb-17;2017;Recuperados;206
America Movil Peru S.A.C.;mar-17;2017;Sustraídos;65.506
America Movil Peru S.A.C.;mar-17;2017;Perdidos;30.347
America Movil Peru S.A.C.;mar-17;2017;Recuperados;5.655
Entel Peru S.A.;mar-17;2017;Recuperados;3.752
Entel Peru S.A.;mar-17;2017;Perdidos;1
Entel Peru S.A.;mar-17;2017;Sustraídos;50.709
Flash Servicios Peru S.R.L.;mar-17;2017;Recuperados;6
Flash Servicios Peru S.R.L.;mar-17;2017;Sustraídos;101
Flash Servicios Peru S.R.L.;mar-17;2017;Perdidos;7
Telefonica del Peru S.A.A.;mar-17;2017;Recuperados;4.815
Telefonica del Peru S.A.A.;mar-17;2017;Sustraídos;75.495
Telefonica del Peru S.A.A.;mar-17;2017;Perdidos;30.424
Viettel Peru S.A.C.;mar-17;2017;Perdidos;2.160
Viettel Peru S.A.C.;mar-17;2017;Recuperados;164
Viettel Peru S.A.C.;mar-17;2017;Sustraídos;5.678
America Movil Peru S.A.C.;abr-17;2017;Sustraídos;62.257
America Movil Peru S.A.C.;abr-17;2017;Recuperados;5.149
America Movil Peru S.A.C.;abr-17;2017;Perdidos;28.130
Entel Peru S.A.;abr-17;2017;Sustraídos;46.497
Entel Peru S.A.;abr-17;2017;Recuperados;2.816
Flash Servicios Peru S.R.L.;abr-17;2017;Recuperados;3
Flash Servicios Peru S.R.L.;abr-17;2017;Perdidos;9
Flash Servicios Peru S.R.L.;abr-17;2017;Sustraídos;99
Telefonica del Peru S.A.A.;abr-17;2017;Sustraídos;71.707
Telefonica del Peru S.A.A.;abr-17;2017;Recuperados;3.889
Telefonica del Peru S.A.A.;abr-17;2017;Perdidos;27.660
Viettel Peru S.A.C.;abr-17;2017;Sustraídos;13.814
Viettel Peru S.A.C.;abr-17;2017;Perdidos;2.236
Viettel Peru S.A.C.;abr-17;2017;Recuperados;160
America Movil Peru S.A.C.;may-17;2017;Perdidos;29.626
America Movil Peru S.A.C.;may-17;2017;Recuperados;5.755
America Movil Peru S.A.C.;may-17;2017;Sustraídos;66.488
Entel Peru S.A.;may-17;2017;Recuperados;3.288
Entel Peru S.A.;may-17;2017;Sustraídos;49.914
Entel Peru S.A.;may-17;2017;Perdidos;1
Flash Servicios Peru S.R.L.;may-17;2017;Perdidos;5
Flash Servicios Peru S.R.L.;may-17;2017;Sustraídos;74
Telefonica del Peru S.A.A.;may-17;2017;Recuperados;5.558
Telefonica del Peru S.A.A.;may-17;2017;Perdidos;27.624
Telefonica del Peru S.A.A.;may-17;2017;Sustraídos;75.376
Viettel Peru S.A.C.;may-17;2017;Perdidos;2.373
Viettel Peru S.A.C.;may-17;2017;Recuperados;279
Viettel Peru S.A.C.;may-17;2017;Sustraídos;7.188
America Movil Peru S.A.C.;jun-17;2017;Perdidos;27.756
America Movil Peru S.A.C.;jun-17;2017;Recuperados;5.719
America Movil Peru S.A.C.;jun-17;2017;Sustraídos;60.160
Entel Peru S.A.;jun-17;2017;Sustraídos;50.770
Entel Peru S.A.;jun-17;2017;Recuperados;3.333
Flash Servicios Peru S.R.L.;jun-17;2017;Recuperados;3
Flash Servicios Peru S.R.L.;jun-17;2017;Sustraídos;61
Flash Servicios Peru S.R.L.;jun-17;2017;Perdidos;1
Telefonica del Peru S.A.A.;jun-17;2017;Sustraídos;70.447
Telefonica del Peru S.A.A.;jun-17;2017;Recuperados;3.860
Telefonica del Peru S.A.A.;jun-17;2017;Perdidos;22.342
Viettel Peru S.A.C.;jun-17;2017;Sustraídos;7.511
Viettel Peru S.A.C.;jun-17;2017;Perdidos;2.489
Viettel Peru S.A.C.;jun-17;2017;Recuperados;272
America Movil Peru S.A.C.;jul-17;2017;Sustraídos;64.354
America Movil Peru S.A.C.;jul-17;2017;Perdidos;29.572
America Movil Peru S.A.C.;jul-17;2017;Recuperados;4.568
Entel Peru S.A.;jul-17;2017;Perdidos;756
Entel Peru S.A.;jul-17;2017;Recuperados;3.604
Entel Peru S.A.;jul-17;2017;Sustraídos;54.498
Flash Servicios Peru S.R.L.;jul-17;2017;Recuperados;2
Flash Servicios Peru S.R.L.;jul-17;2017;Sustraídos;44
Telefonica del Peru S.A.A.;jul-17;2017;Perdidos;25.735
Telefonica del Peru S.A.A.;jul-17;2017;Sustraídos;70.616
Telefonica del Peru S.A.A.;jul-17;2017;Recuperados;3.812
Viettel Peru S.A.C.;jul-17;2017;Perdidos;2.757
Viettel Peru S.A.C.;jul-17;2017;Recuperados;356
Viettel Peru S.A.C.;jul-17;2017;Sustraídos;9.158
America Movil Peru S.A.C.;ago-17;2017;Perdidos;28.650
America Movil Peru S.A.C.;ago-17;2017;Sustraídos;62.416
America Movil Peru S.A.C.;ago-17;2017;Recuperados;4.639
Entel Peru S.A.;ago-17;2017;Recuperados;3.518
Entel Peru S.A.;ago-17;2017;Sustraídos;54.801
Entel Peru S.A.;ago-17;2017;Perdidos;684
Flash Servicios Peru S.R.L.;ago-17;2017;Sustraídos;28
Flash Servicios Peru S.R.L.;ago-17;2017;Perdidos;1
Telefonica del Peru S.A.A.;ago-17;2017;Perdidos;24.843
Telefonica del Peru S.A.A.;ago-17;2017;Recuperados;3.868
Telefonica del Peru S.A.A.;ago-17;2017;Sustraídos;64.511
Viettel Peru S.A.C.;ago-17;2017;Sustraídos;38.835
Viettel Peru S.A.C.;ago-17;2017;Recuperados;401
Viettel Peru S.A.C.;ago-17;2017;Perdidos;3.026
America Movil Peru S.A.C.;sep-17;2017;Recuperados;4.975
America Movil Peru S.A.C.;sep-17;2017;Sustraídos;61.712
America Movil Peru S.A.C.;sep-17;2017;Perdidos;27.377
Entel Peru S.A.;sep-17;2017;Perdidos;589
Entel Peru S.A.;sep-17;2017;Recuperados;3.806
Entel Peru S.A.;sep-17;2017;Sustraídos;55.192
Flash Servicios Peru S.R.L.;sep-17;2017;Recuperados;2
Flash Servicios Peru S.R.L.;sep-17;2017;Sustraídos;16
Flash Servicios Peru S.R.L.;sep-17;2017;Perdidos;1
Telefonica del Peru S.A.A.;sep-17;2017;Recuperados;3.983
Telefonica del Peru S.A.A.;sep-17;2017;Perdidos;23.813
Telefonica del Peru S.A.A.;sep-17;2017;Sustraídos;58.165
Viettel Peru S.A.C.;sep-17;2017;Perdidos;2.591
Viettel Peru S.A.C.;sep-17;2017;Sustraídos;8.704
Viettel Peru S.A.C.;sep-17;2017;Recuperados;449
America Movil Peru S.A.C.;oct-17;2017;Sustraídos;63.471
America Movil Peru S.A.C.;oct-17;2017;Perdidos;28.745
America Movil Peru S.A.C.;oct-17;2017;Recuperados;5.129
Entel Peru S.A.;oct-17;2017;Perdidos;323
Entel Peru S.A.;oct-17;2017;Sustraídos;56.550
Entel Peru S.A.;oct-17;2017;Recuperados;3.596
Flash Servicios Peru S.R.L.;oct-17;2017;Sustraídos;15
Flash Servicios Peru S.R.L.;oct-17;2017;Perdidos;2
Telefonica del Peru S.A.A.;oct-17;2017;Recuperados;7.068
Telefonica del Peru S.A.A.;oct-17;2017;Perdidos;29.279
Telefonica del Peru S.A.A.;oct-17;2017;Sustraídos;60.998
Viettel Peru S.A.C.;oct-17;2017;Perdidos;2.617
Viettel Peru S.A.C.;oct-17;2017;Recuperados;661
Viettel Peru S.A.C.;oct-17;2017;Sustraídos;10.550
America Movil Peru S.A.C.;nov-17;2017;Recuperados;5.049
America Movil Peru S.A.C.;nov-17;2017;Perdidos;27.287
America Movil Peru S.A.C.;nov-17;2017;Sustraídos;61.050
Entel Peru S.A.;nov-17;2017;Sustraídos;57.625
Entel Peru S.A.;nov-17;2017;Recuperados;3.516
Entel Peru S.A.;nov-17;2017;Perdidos;240
Flash Servicios Peru S.R.L.;nov-17;2017;Sustraídos;16
Telefonica del Peru S.A.A.;nov-17;2017;Sustraídos;57.995
Telefonica del Peru S.A.A.;nov-17;2017;Perdidos;18.734
Telefonica del Peru S.A.A.;nov-17;2017;Recuperados;3.571
Viettel Peru S.A.C.;nov-17;2017;Perdidos;2.651
Viettel Peru S.A.C.;nov-17;2017;Sustraídos;8.796
Viettel Peru S.A.C.;nov-17;2017;Recuperados;481
America Movil Peru S.A.C.;dic-17;2017;Perdidos;27.646
America Movil Peru S.A.C.;dic-17;2017;Recuperados;5.016
America Movil Peru S.A.C.;dic-17;2017;Sustraídos;65.621
Entel Peru S.A.;dic-17;2017;Sustraídos;61.376
Entel Peru S.A.;dic-17;2017;Perdidos;680
Entel Peru S.A.;dic-17;2017;Recuperados;5.134
Flash Servicios Peru S.R.L.;dic-17;2017;Sustraídos;13
Flash Servicios Peru S.R.L.;dic-17;2017;Recuperados;1
Telefonica del Peru S.A.A.;dic-17;2017;Sustraídos;65.345
Telefonica del Peru S.A.A.;dic-17;2017;Perdidos;22.892
Telefonica del Peru S.A.A.;dic-17;2017;Recuperados;3.879
Viettel Peru S.A.C.;dic-17;2017;Perdidos;2.322
Viettel Peru S.A.C.;dic-17;2017;Sustraídos;8.343
Viettel Peru S.A.C.;dic-17;2017;Recuperados;455
America Movil Peru S.A.C.;ene-18;2018;Recuperados;4.992
America Movil Peru S.A.C.;ene-18;2018;Sustraídos;62.855
America Movil Peru S.A.C.;ene-18;2018;Perdidos;26.299
Entel Peru S.A.;ene-18;2018;Sustraídos;57.518
Entel Peru S.A.;ene-18;2018;Perdidos;453
Entel Peru S.A.;ene-18;2018;Recuperados;4.396
Flash Servicios Peru S.R.L.;ene-18;2018;Perdidos;2
Flash Servicios Peru S.R.L.;ene-18;2018;Sustraídos;15
Telefonica del Peru S.A.A.;ene-18;2018;Perdidos;23.630
Telefonica del Peru S.A.A.;ene-18;2018;Recuperados;3.847
Telefonica del Peru S.A.A.;ene-18;2018;Sustraídos;59.271
Viettel Peru S.A.C.;ene-18;2018;Recuperados;561
Viettel Peru S.A.C.;ene-18;2018;Perdidos;2.618
Viettel Peru S.A.C.;ene-18;2018;Sustraídos;9.646
America Movil Peru S.A.C.;feb-18;2018;Recuperados;4.207
America Movil Peru S.A.C.;feb-18;2018;Perdidos;23.620
America Movil Peru S.A.C.;feb-18;2018;Sustraídos;59.899
Entel Peru S.A.;feb-18;2018;Sustraídos;52.322
Entel Peru S.A.;feb-18;2018;Perdidos;254
Entel Peru S.A.;feb-18;2018;Recuperados;3.660
Flash Servicios Peru S.R.L.;feb-18;2018;Recuperados;1
Flash Servicios Peru S.R.L.;feb-18;2018;Perdidos;1
Flash Servicios Peru S.R.L.;feb-18;2018;Sustraídos;11
Telefonica del Peru S.A.A.;feb-18;2018;Perdidos;19.626
Telefonica del Peru S.A.A.;feb-18;2018;Sustraídos;54.505
Telefonica del Peru S.A.A.;feb-18;2018;Recuperados;3.827
Viettel Peru S.A.C.;feb-18;2018;Sustraídos;8.814
Viettel Peru S.A.C.;feb-18;2018;Perdidos;2.370
Viettel Peru S.A.C.;feb-18;2018;Recuperados;477
America Movil Peru S.A.C.;mar-18;2018;Perdidos;23.386
America Movil Peru S.A.C.;mar-18;2018;Sustraídos;64.320
America Movil Peru S.A.C.;mar-18;2018;Recuperados;4.328
Entel Peru S.A.;mar-18;2018;Recuperados;3.779
Entel Peru S.A.;mar-18;2018;Perdidos;418
Entel Peru S.A.;mar-18;2018;Sustraídos;54.662
Flash Servicios Peru S.R.L.;mar-18;2018;Sustraídos;7
Flash Servicios Peru S.R.L.;mar-18;2018;Perdidos;2
Telefonica del Peru S.A.A.;mar-18;2018;Recuperados;3.597
Telefonica del Peru S.A.A.;mar-18;2018;Sustraídos;58.948
Telefonica del Peru S.A.A.;mar-18;2018;Perdidos;21.434
Viettel Peru S.A.C.;mar-18;2018;Recuperados;611
Viettel Peru S.A.C.;mar-18;2018;Sustraídos;11.077
Viettel Peru S.A.C.;mar-18;2018;Perdidos;3.155
America Movil Peru S.A.C.;abr-18;2018;Perdidos;22.252
America Movil Peru S.A.C.;abr-18;2018;Sustraídos;62.348
America Movil Peru S.A.C.;abr-18;2018;Recuperados;6.067
Entel Peru S.A.;abr-18;2018;Perdidos;1.627
Entel Peru S.A.;abr-18;2018;Recuperados;3.487
Entel Peru S.A.;abr-18;2018;Sustraídos;53.187
Flash Servicios Peru S.R.L.;abr-18;2018;Sustraídos;6
Telefonica del Peru S.A.A.;abr-18;2018;Perdidos;20.154
Telefonica del Peru S.A.A.;abr-18;2018;Recuperados;4.604
Telefonica del Peru S.A.A.;abr-18;2018;Sustraídos;60.389
Viettel Peru S.A.C.;abr-18;2018;Perdidos;3.031
Viettel Peru S.A.C.;abr-18;2018;Sustraídos;10.925
Viettel Peru S.A.C.;abr-18;2018;Recuperados;644
America Movil Peru S.A.C.;may-18;2018;Sustraídos;65.337
America Movil Peru S.A.C.;may-18;2018;Recuperados;4.580
America Movil Peru S.A.C.;may-18;2018;Perdidos;24.657
Entel Peru S.A.;may-18;2018;Perdidos;2.652
Entel Peru S.A.;may-18;2018;Recuperados;3.244
Entel Peru S.A.;may-18;2018;Sustraídos;52.016
Flash Servicios Peru S.R.L.;may-18;2018;Recuperados;1
Flash Servicios Peru S.R.L.;may-18;2018;Sustraídos;15
Telefonica del Peru S.A.A.;may-18;2018;Perdidos;20.158
Telefonica del Peru S.A.A.;may-18;2018;Sustraídos;75.471
Telefonica del Peru S.A.A.;may-18;2018;Recuperados;3.908
Viettel Peru S.A.C.;may-18;2018;Sustraídos;12.116
Viettel Peru S.A.C.;may-18;2018;Perdidos;3.356
Viettel Peru S.A.C.;may-18;2018;Recuperados;696
America Movil Peru S.A.C.;jun-18;2018;Recuperados;4.190
America Movil Peru S.A.C.;jun-18;2018;Perdidos;24.268
America Movil Peru S.A.C.;jun-18;2018;Sustraídos;60.548
Entel Peru S.A.;jun-18;2018;Perdidos;2.155
Entel Peru S.A.;jun-18;2018;Recuperados;3.471
Entel Peru S.A.;jun-18;2018;Sustraídos;47.768
Flash Servicios Peru S.R.L.;jun-18;2018;Sustraídos;4
Telefonica del Peru S.A.A.;jun-18;2018;Recuperados;3.074
Telefonica del Peru S.A.A.;jun-18;2018;Sustraídos;59.398
Telefonica del Peru S.A.A.;jun-18;2018;Perdidos;18.462
Viettel Peru S.A.C.;jun-18;2018;Perdidos;3.293
Viettel Peru S.A.C.;jun-18;2018;Sustraídos;11.736
Viettel Peru S.A.C.;jun-18;2018;Recuperados;751
America Movil Peru S.A.C.;jul-18;2018;Perdidos;25.470
America Movil Peru S.A.C.;jul-18;2018;Recuperados;4.343
America Movil Peru S.A.C.;jul-18;2018;Sustraídos;63.772
Entel Peru S.A.;jul-18;2018;Sustraídos;51.591
Entel Peru S.A.;jul-18;2018;Perdidos;2.366
Entel Peru S.A.;jul-18;2018;Recuperados;3.446
Flash Servicios Peru S.R.L.;jul-18;2018;Sustraídos;3
Telefonica del Peru S.A.A.;jul-18;2018;Recuperados;3.939
Telefonica del Peru S.A.A.;jul-18;2018;Perdidos;18.574
Telefonica del Peru S.A.A.;jul-18;2018;Sustraídos;74.585
Viettel Peru S.A.C.;jul-18;2018;Perdidos;3.519
Viettel Peru S.A.C.;jul-18;2018;Recuperados;654
Viettel Peru S.A.C.;jul-18;2018;Sustraídos;12.940
America Movil Peru S.A.C.;ago-18;2018;Perdidos;24.993
America Movil Peru S.A.C.;ago-18;2018;Recuperados;3.473
America Movil Peru S.A.C.;ago-18;2018;Sustraídos;60.486
Entel Peru S.A.;ago-18;2018;Perdidos;2.338
Entel Peru S.A.;ago-18;2018;Sustraídos;52.048
Entel Peru S.A.;ago-18;2018;Recuperados;3.538
Flash Servicios Peru S.R.L.;ago-18;2018;Sustraídos;7
Telefonica del Peru S.A.A.;ago-18;2018;Perdidos;19.072
Telefonica del Peru S.A.A.;ago-18;2018;Sustraídos;60.871
Telefonica del Peru S.A.A.;ago-18;2018;Recuperados;3.157
Viettel Peru S.A.C.;ago-18;2018;Sustraídos;13.631
Viettel Peru S.A.C.;ago-18;2018;Recuperados;736
Viettel Peru S.A.C.;ago-18;2018;Perdidos;3.351
America Movil Peru S.A.C.;sep-18;2018;Sustraídos;61.437
America Movil Peru S.A.C.;sep-18;2018;Perdidos;23.901
America Movil Peru S.A.C.;sep-18;2018;Recuperados;3.302
Entel Peru S.A.;sep-18;2018;Perdidos;2.120
Entel Peru S.A.;sep-18;2018;Sustraídos;53.641
Entel Peru S.A.;sep-18;2018;Recuperados;3.438
Flash Servicios Peru S.R.L.;sep-18;2018;Recuperados;1
Flash Servicios Peru S.R.L.;sep-18;2018;Perdidos;2
Flash Servicios Peru S.R.L.;sep-18;2018;Sustraídos;10
Telefonica del Peru S.A.A.;sep-18;2018;Recuperados;3.029
Telefonica del Peru S.A.A.;sep-18;2018;Perdidos;18.293
Telefonica del Peru S.A.A.;sep-18;2018;Sustraídos;60.935
Viettel Peru S.A.C.;sep-18;2018;Perdidos;3.589
Viettel Peru S.A.C.;sep-18;2018;Sustraídos;15.421
Viettel Peru S.A.C.;sep-18;2018;Recuperados;754
America Movil Peru S.A.C.;oct-18;2018;Sustraídos;62.514
America Movil Peru S.A.C.;oct-18;2018;Perdidos;22.203
America Movil Peru S.A.C.;oct-18;2018;Recuperados;3.414
Entel Peru S.A.;oct-18;2018;Perdidos;1.931
Entel Peru S.A.;oct-18;2018;Sustraídos;53.640
Entel Peru S.A.;oct-18;2018;Recuperados;3.910
Flash Servicios Peru S.R.L.;oct-18;2018;Sustraídos;6
Telefonica del Peru S.A.A.;oct-18;2018;Perdidos;16.220
Telefonica del Peru S.A.A.;oct-18;2018;Sustraídos;63.754
Telefonica del Peru S.A.A.;oct-18;2018;Recuperados;3.313
Viettel Peru S.A.C.;oct-18;2018;Recuperados;951
Viettel Peru S.A.C.;oct-18;2018;Perdidos;4.151
Viettel Peru S.A.C.;oct-18;2018;Sustraídos;17.475
America Movil Peru S.A.C.;nov-18;2018;Perdidos;20.325
America Movil Peru S.A.C.;nov-18;2018;Sustraídos;58.947
America Movil Peru S.A.C.;nov-18;2018;Recuperados;2.973
Entel Peru S.A.;nov-18;2018;Sustraídos;53.097
Entel Peru S.A.;nov-18;2018;Perdidos;1.862
Entel Peru S.A.;nov-18;2018;Recuperados;3.811
Flash Servicios Peru S.R.L.;nov-18;2018;Perdidos;1
Flash Servicios Peru S.R.L.;nov-18;2018;Sustraídos;6
Telefonica del Peru S.A.A.;nov-18;2018;Sustraídos;62.390
Telefonica del Peru S.A.A.;nov-18;2018;Recuperados;1.457
Telefonica del Peru S.A.A.;nov-18;2018;Perdidos;14.179
Viettel Peru S.A.C.;nov-18;2018;Recuperados;863
Viettel Peru S.A.C.;nov-18;2018;Perdidos;4.237
Viettel Peru S.A.C.;nov-18;2018;Sustraídos;17.647
America Movil Peru S.A.C.;dic-18;2018;Sustraídos;58.927
America Movil Peru S.A.C.;dic-18;2018;Recuperados;2.760
America Movil Peru S.A.C.;dic-18;2018;Perdidos;20.458
Entel Peru S.A.;dic-18;2018;Perdidos;1.643
Entel Peru S.A.;dic-18;2018;Sustraídos;54.929
Entel Peru S.A.;dic-18;2018;Recuperados;2.950
Flash Servicios Peru S.R.L.;dic-18;2018;Sustraídos;1
Telefonica del Peru S.A.A.;dic-18;2018;Recuperados;2.360
Telefonica del Peru S.A.A.;dic-18;2018;Perdidos;15.201
Telefonica del Peru S.A.A.;dic-18;2018;Sustraídos;63.593
Viettel Peru S.A.C.;dic-18;2018;Recuperados;917
Viettel Peru S.A.C.;dic-18;2018;Sustraídos;18.105
Viettel Peru S.A.C.;dic-18;2018;Perdidos;4.446
America Movil Peru S.A.C.;ene-19;2019;Recuperados;2.872
America Movil Peru S.A.C.;ene-19;2019;Perdidos;18.061
America Movil Peru S.A.C.;ene-19;2019;Sustraídos;52.403
Entel Peru S.A.;ene-19;2019;Sustraídos;50.865
Entel Peru S.A.;ene-19;2019;Recuperados;3.161
