OSIEmp;OSIM;OSIA;OSIEst;OSICant
Entel Peru S.A.;ene-21;2021;Sustraídos;23.894
Entel Peru S.A.;ene-21;2021;Recuperados;1.437
Flash Servicios Peru S.R.L.;ene-21;2021;Perdidos;32
Flash Servicios Peru S.R.L.;ene-21;2021;Recuperados;13
Flash Servicios Peru S.R.L.;ene-21;2021;Sustraídos;308
Guinea Mobile S.A.C;ene-21;2021;Perdidos;4
Guinea Mobile S.A.C;ene-21;2021;Sustraídos;15
Telefonica del Peru S.A.A.;ene-21;2021;Recuperados;1.466
Telefonica del Peru S.A.A.;ene-21;2021;Sustraídos;27.895
Telefonica del Peru S.A.A.;ene-21;2021;Perdidos;4.421
Viettel Peru S.A.C.;ene-21;2021;Perdidos;3.325
Viettel Peru S.A.C.;ene-21;2021;Recuperados;1.007
Viettel Peru S.A.C.;ene-21;2021;Sustraídos;12.566
America Movil Peru S.A.C.;feb-21;2021;Sustraídos;26.030
America Movil Peru S.A.C.;feb-21;2021;Recuperados;644
America Movil Peru S.A.C.;feb-21;2021;Perdidos;5.578
Entel Peru S.A.;feb-21;2021;Perdidos;3.565
Entel Peru S.A.;feb-21;2021;Sustraídos;19.883
Entel Peru S.A.;feb-21;2021;Recuperados;536
Flash Servicios Peru S.R.L.;feb-21;2021;Perdidos;12
Flash Servicios Peru S.R.L.;feb-21;2021;Recuperados;10
Flash Servicios Peru S.R.L.;feb-21;2021;Sustraídos;320
Guinea Mobile S.A.C;feb-21;2021;Perdidos;7
Guinea Mobile S.A.C;feb-21;2021;Sustraídos;42
Telefonica del Peru S.A.A.;feb-21;2021;Sustraídos;22.553
Telefonica del Peru S.A.A.;feb-21;2021;Recuperados;612
Telefonica del Peru S.A.A.;feb-21;2021;Perdidos;3.364
Viettel Peru S.A.C.;feb-21;2021;Recuperados;299
Viettel Peru S.A.C.;feb-21;2021;Sustraídos;9.439
Viettel Peru S.A.C.;feb-21;2021;Perdidos;2.745
America Movil Peru S.A.C.;mar-21;2021;Perdidos;6.227
America Movil Peru S.A.C.;mar-21;2021;Sustraídos;31.645
America Movil Peru S.A.C.;mar-21;2021;Recuperados;2.419
Entel Peru S.A.;mar-21;2021;Perdidos;3.957
Entel Peru S.A.;mar-21;2021;Recuperados;1.890
Entel Peru S.A.;mar-21;2021;Sustraídos;28.168
Flash Servicios Peru S.R.L.;mar-21;2021;Sustraídos;239
Flash Servicios Peru S.R.L.;mar-21;2021;Perdidos;48
Flash Servicios Peru S.R.L.;mar-21;2021;Recuperados;14
Guinea Mobile S.A.C;mar-21;2021;Sustraídos;78
Guinea Mobile S.A.C;mar-21;2021;Perdidos;28
Telefonica del Peru S.A.A.;mar-21;2021;Sustraídos;28.231
Telefonica del Peru S.A.A.;mar-21;2021;Perdidos;3.666
Telefonica del Peru S.A.A.;mar-21;2021;Recuperados;2.333
Viettel Peru S.A.C.;mar-21;2021;Sustraídos;11.865
Viettel Peru S.A.C.;mar-21;2021;Recuperados;900
Viettel Peru S.A.C.;mar-21;2021;Perdidos;2.661
America Movil Peru S.A.C.;abr-21;2021;Recuperados;1.532
America Movil Peru S.A.C.;abr-21;2021;Sustraídos;28.438
America Movil Peru S.A.C.;abr-21;2021;Perdidos;5.519
Entel Peru S.A.;abr-21;2021;Recuperados;1.394
Entel Peru S.A.;abr-21;2021;Sustraídos;26.005
Entel Peru S.A.;abr-21;2021;Perdidos;4.185
Flash Servicios Peru S.R.L.;abr-21;2021;Perdidos;75
Flash Servicios Peru S.R.L.;abr-21;2021;Recuperados;11
Flash Servicios Peru S.R.L.;abr-21;2021;Sustraídos;160
Guinea Mobile S.A.C;abr-21;2021;Sustraídos;77
Guinea Mobile S.A.C;abr-21;2021;Recuperados;1
Guinea Mobile S.A.C;abr-21;2021;Perdidos;27
Telefonica del Peru S.A.A.;abr-21;2021;Sustraídos;24.916
Telefonica del Peru S.A.A.;abr-21;2021;Perdidos;3.020
Telefonica del Peru S.A.A.;abr-21;2021;Recuperados;1.177
Viettel Peru S.A.C.;abr-21;2021;Sustraídos;11.620
Viettel Peru S.A.C.;abr-21;2021;Perdidos;2.785
Viettel Peru S.A.C.;abr-21;2021;Recuperados;759
America Movil Peru S.A.C.;may-21;2021;Recuperados;1.826
America Movil Peru S.A.C.;may-21;2021;Perdidos;7.042
America Movil Peru S.A.C.;may-21;2021;Sustraídos;35.763
Entel Peru S.A.;may-21;2021;Recuperados;1.370
Entel Peru S.A.;may-21;2021;Perdidos;5.147
Entel Peru S.A.;may-21;2021;Sustraídos;28.609
Flash Servicios Peru S.R.L.;may-21;2021;Perdidos;60
Flash Servicios Peru S.R.L.;may-21;2021;Sustraídos;271
Flash Servicios Peru S.R.L.;may-21;2021;Recuperados;11
Guinea Mobile S.A.C;may-21;2021;Recuperados;1
Guinea Mobile S.A.C;may-21;2021;Sustraídos;75
Guinea Mobile S.A.C;may-21;2021;Perdidos;31
Telefonica del Peru S.A.A.;may-21;2021;Sustraídos;30.077
Telefonica del Peru S.A.A.;may-21;2021;Perdidos;3.667
Telefonica del Peru S.A.A.;may-21;2021;Recuperados;1.405
Viettel Peru S.A.C.;may-21;2021;Recuperados;809
Viettel Peru S.A.C.;may-21;2021;Perdidos;3.070
Viettel Peru S.A.C.;may-21;2021;Sustraídos;13.249
America Movil Peru S.A.C.;jun-21;2021;Perdidos;6.999
America Movil Peru S.A.C.;jun-21;2021;Recuperados;1.944
America Movil Peru S.A.C.;jun-21;2021;Sustraídos;36.284
Entel Peru S.A.;jun-21;2021;Sustraídos;29.586
Entel Peru S.A.;jun-21;2021;Recuperados;1.360
Entel Peru S.A.;jun-21;2021;Perdidos;5.342
Flash Servicios Peru S.R.L.;jun-21;2021;Perdidos;47
Flash Servicios Peru S.R.L.;jun-21;2021;Sustraídos;196
Flash Servicios Peru S.R.L.;jun-21;2021;Recuperados;10
Guinea Mobile S.A.C;jun-21;2021;Sustraídos;63
Guinea Mobile S.A.C;jun-21;2021;Perdidos;31
Guinea Mobile S.A.C;jun-21;2021;Recuperados;1
Telefonica del Peru S.A.A.;jun-21;2021;Perdidos;3.524
Telefonica del Peru S.A.A.;jun-21;2021;Sustraídos;28.124
Telefonica del Peru S.A.A.;jun-21;2021;Recuperados;1.517
Viettel Peru S.A.C.;jun-21;2021;Perdidos;3.177
Viettel Peru S.A.C.;jun-21;2021;Sustraídos;13.077
Viettel Peru S.A.C.;jun-21;2021;Recuperados;782
America Movil Peru S.A.C.;jul-21;2021;Perdidos;7.665
America Movil Peru S.A.C.;jul-21;2021;Recuperados;1.953
America Movil Peru S.A.C.;jul-21;2021;Sustraídos;38.118
Entel Peru S.A.;jul-21;2021;Perdidos;6.170
Entel Peru S.A.;jul-21;2021;Sustraídos;32.004
Entel Peru S.A.;jul-21;2021;Recuperados;1.417
Flash Servicios Peru S.R.L.;jul-21;2021;Sustraídos;174
Flash Servicios Peru S.R.L.;jul-21;2021;Perdidos;84
Flash Servicios Peru S.R.L.;jul-21;2021;Recuperados;10
Guinea Mobile S.A.C;jul-21;2021;Perdidos;56
Guinea Mobile S.A.C;jul-21;2021;Sustraídos;93
Telefonica del Peru S.A.A.;jul-21;2021;Perdidos;3.890
Telefonica del Peru S.A.A.;jul-21;2021;Recuperados;1.566
Telefonica del Peru S.A.A.;jul-21;2021;Sustraídos;30.077
Viettel Peru S.A.C.;jul-21;2021;Recuperados;915
Viettel Peru S.A.C.;jul-21;2021;Perdidos;3.508
Viettel Peru S.A.C.;jul-21;2021;Sustraídos;13.791
America Movil Peru S.A.C.;ago-21;2021;Sustraídos;40.845
America Movil Peru S.A.C.;ago-21;2021;Perdidos;8.310
America Movil Peru S.A.C.;ago-21;2021;Recuperados;2.152
Entel Peru S.A.;ago-21;2021;Sustraídos;36.251
Entel Peru S.A.;ago-21;2021;Recuperados;1.657
Entel Peru S.A.;ago-21;2021;Perdidos;6.516
Flash Servicios Peru S.R.L.;ago-21;2021;Recuperados;19
Flash Servicios Peru S.R.L.;ago-21;2021;Sustraídos;198
Flash Servicios Peru S.R.L.;ago-21;2021;Perdidos;64
Guinea Mobile S.A.C;ago-21;2021;Perdidos;53
Guinea Mobile S.A.C;ago-21;2021;Sustraídos;100
Telefonica del Peru S.A.A.;ago-21;2021;Sustraídos;30.585
Telefonica del Peru S.A.A.;ago-21;2021;Perdidos;4.173
Telefonica del Peru S.A.A.;ago-21;2021;Recuperados;1.747
Viettel Peru S.A.C.;ago-21;2021;Perdidos;3.901
Viettel Peru S.A.C.;ago-21;2021;Recuperados;1.076
Viettel Peru S.A.C.;ago-21;2021;Sustraídos;15.158
America Movil Peru S.A.C.;sep-21;2021;Sustraídos;38.997
America Movil Peru S.A.C.;sep-21;2021;Recuperados;874
America Movil Peru S.A.C.;sep-21;2021;Perdidos;7.546
Entel Peru S.A.;sep-21;2021;Sustraídos;33.760
Entel Peru S.A.;sep-21;2021;Recuperados;1.632
Entel Peru S.A.;sep-21;2021;Perdidos;4.718
Flash Servicios Peru S.R.L.;sep-21;2021;Sustraídos;179
Flash Servicios Peru S.R.L.;sep-21;2021;Recuperados;43
Flash Servicios Peru S.R.L.;sep-21;2021;Perdidos;35
Guinea Mobile S.A.C;sep-21;2021;Sustraídos;91
Guinea Mobile S.A.C;sep-21;2021;Perdidos;67
Telefonica del Peru S.A.A.;sep-21;2021;Recuperados;1.735
Telefonica del Peru S.A.A.;sep-21;2021;Perdidos;3.878
Telefonica del Peru S.A.A.;sep-21;2021;Sustraídos;30.811
Viettel Peru S.A.C.;sep-21;2021;Sustraídos;15.193
Viettel Peru S.A.C.;sep-21;2021;Perdidos;4.359
Viettel Peru S.A.C.;sep-21;2021;Recuperados;1.118
America Movil Peru S.A.C.;oct-21;2021;Perdidos;8.197
America Movil Peru S.A.C.;oct-21;2021;Recuperados;2.099
America Movil Peru S.A.C.;oct-21;2021;Sustraídos;43.310
Entel Peru S.A.;oct-21;2021;Sustraídos;36.086
Entel Peru S.A.;oct-21;2021;Recuperados;1.570
Entel Peru S.A.;oct-21;2021;Perdidos;4.622
Flash Servicios Peru S.R.L.;oct-21;2021;Sustraídos;178
Flash Servicios Peru S.R.L.;oct-21;2021;Perdidos;56
Flash Servicios Peru S.R.L.;oct-21;2021;Recuperados;4
Guinea Mobile S.A.C;oct-21;2021;Perdidos;64
Guinea Mobile S.A.C;oct-21;2021;Sustraídos;97
Telefonica del Peru S.A.A.;oct-21;2021;Perdidos;4.014
Telefonica del Peru S.A.A.;oct-21;2021;Sustraídos;35.016
Telefonica del Peru S.A.A.;oct-21;2021;Recuperados;1.673
Viettel Peru S.A.C.;oct-21;2021;Sustraídos;16.408
Viettel Peru S.A.C.;oct-21;2021;Perdidos;4.694
Viettel Peru S.A.C.;oct-21;2021;Recuperados;1.104
America Movil Peru S.A.C.;nov-21;2021;Sustraídos;45.582
America Movil Peru S.A.C.;nov-21;2021;Perdidos;8.339
America Movil Peru S.A.C.;nov-21;2021;Recuperados;2.225
Entel Peru S.A.;nov-21;2021;Sustraídos;36.902
Entel Peru S.A.;nov-21;2021;Perdidos;4.539
Entel Peru S.A.;nov-21;2021;Recuperados;1.697
Flash Servicios Peru S.R.L.;nov-21;2021;Recuperados;9
Flash Servicios Peru S.R.L.;nov-21;2021;Sustraídos;181
Flash Servicios Peru S.R.L.;nov-21;2021;Perdidos;55
Guinea Mobile S.A.C;nov-21;2021;Perdidos;69
Guinea Mobile S.A.C;nov-21;2021;Sustraídos;100
Telefonica del Peru S.A.A.;nov-21;2021;Recuperados;1.534
Telefonica del Peru S.A.A.;nov-21;2021;Sustraídos;35.040
Telefonica del Peru S.A.A.;nov-21;2021;Perdidos;4.012
Viettel Peru S.A.C.;nov-21;2021;Perdidos;4.688
Viettel Peru S.A.C.;nov-21;2021;Sustraídos;16.239
Viettel Peru S.A.C.;nov-21;2021;Recuperados;1.315
America Movil Peru S.A.C.;dic-21;2021;Perdidos;8.703
America Movil Peru S.A.C.;dic-21;2021;Recuperados;2.277
America Movil Peru S.A.C.;dic-21;2021;Sustraídos;50.802
Entel Peru S.A.;dic-21;2021;Sustraídos;40.652
Entel Peru S.A.;dic-21;2021;Perdidos;4.944
Entel Peru S.A.;dic-21;2021;Recuperados;1.693
Flash Servicios Peru S.R.L.;dic-21;2021;Recuperados;8
Flash Servicios Peru S.R.L.;dic-21;2021;Perdidos;36
Flash Servicios Peru S.R.L.;dic-21;2021;Sustraídos;206
Guinea Mobile S.A.C;dic-21;2021;Recuperados;1
Guinea Mobile S.A.C;dic-21;2021;Perdidos;50
Guinea Mobile S.A.C;dic-21;2021;Sustraídos;124
Telefonica del Peru S.A.A.;dic-21;2021;Perdidos;4.087
Telefonica del Peru S.A.A.;dic-21;2021;Recuperados;1.354
Telefonica del Peru S.A.A.;dic-21;2021;Sustraídos;36.857
Viettel Peru S.A.C.;dic-21;2021;Sustraídos;19.031
Viettel Peru S.A.C.;dic-21;2021;Perdidos;4.845
Viettel Peru S.A.C.;dic-21;2021;Recuperados;1.607
America Movil Peru S.A.C.;ene-22;2022;Sustraídos;44.418
America Movil Peru S.A.C.;ene-22;2022;Recuperados;2.282
America Movil Peru S.A.C.;ene-22;2022;Perdidos;7.947
Entel Peru S.A.;ene-22;2022;Perdidos;4.479
Entel Peru S.A.;ene-22;2022;Sustraídos;34.604
Entel Peru S.A.;ene-22;2022;Recuperados;1.615
Flash Servicios Peru S.R.L.;ene-22;2022;Sustraídos;147
Flash Servicios Peru S.R.L.;ene-22;2022;Recuperados;3
Flash Servicios Peru S.R.L.;ene-22;2022;Perdidos;40
Guinea Mobile S.A.C;ene-22;2022;Sustraídos;95
Guinea Mobile S.A.C;ene-22;2022;Perdidos;58
Guinea Mobile S.A.C;ene-22;2022;Recuperados;1
Telefonica del Peru S.A.A.;ene-22;2022;Perdidos;3.991
Telefonica del Peru S.A.A.;ene-22;2022;Recuperados;1.278
Telefonica del Peru S.A.A.;ene-22;2022;Sustraídos;33.639
Viettel Peru S.A.C.;ene-22;2022;Perdidos;4.383
Viettel Peru S.A.C.;ene-22;2022;Recuperados;1.507
Viettel Peru S.A.C.;ene-22;2022;Sustraídos;16.347
America Movil Peru S.A.C.;feb-22;2022;Recuperados;2.143
America Movil Peru S.A.C.;feb-22;2022;Perdidos;7.665
America Movil Peru S.A.C.;feb-22;2022;Sustraídos;43.404
Entel Peru S.A.;feb-22;2022;Recuperados;1.719
Entel Peru S.A.;feb-22;2022;Perdidos;4.483
Entel Peru S.A.;feb-22;2022;Sustraídos;35.313
Flash Servicios Peru S.R.L.;feb-22;2022;Sustraídos;131
Flash Servicios Peru S.R.L.;feb-22;2022;Perdidos;27
Flash Servicios Peru S.R.L.;feb-22;2022;Recuperados;6
Guinea Mobile S.A.C;feb-22;2022;Sustraídos;87
Guinea Mobile S.A.C;feb-22;2022;Recuperados;1
Guinea Mobile S.A.C;feb-22;2022;Perdidos;53
Telefonica del Peru S.A.A.;feb-22;2022;Perdidos;3.700
Telefonica del Peru S.A.A.;feb-22;2022;Recuperados;1.174
Telefonica del Peru S.A.A.;feb-22;2022;Sustraídos;27.269
Viettel Peru S.A.C.;feb-22;2022;Perdidos;3.977
Viettel Peru S.A.C.;feb-22;2022;Recuperados;1.763
Viettel Peru S.A.C.;feb-22;2022;Sustraídos;16.055
America Movil Peru S.A.C.;mar-22;2022;Sustraídos;47.821
America Movil Peru S.A.C.;mar-22;2022;Recuperados;2.385
America Movil Peru S.A.C.;mar-22;2022;Perdidos;8.830
Entel Peru S.A.;mar-22;2022;Sustraídos;39.511
Entel Peru S.A.;mar-22;2022;Perdidos;4.430
Entel Peru S.A.;mar-22;2022;Recuperados;1.950
Flash Servicios Peru S.R.L.;mar-22;2022;Sustraídos;155
Flash Servicios Peru S.R.L.;mar-22;2022;Recuperados;9
Flash Servicios Peru S.R.L.;mar-22;2022;Perdidos;50
Guinea Mobile S.A.C;mar-22;2022;Perdidos;81
Guinea Mobile S.A.C;mar-22;2022;Sustraídos;110
Telefonica del Peru S.A.A.;mar-22;2022;Sustraídos;35.034
Telefonica del Peru S.A.A.;mar-22;2022;Recuperados;1.540
Telefonica del Peru S.A.A.;mar-22;2022;Perdidos;4.457
Viettel Peru S.A.C.;mar-22;2022;Recuperados;1.742
Viettel Peru S.A.C.;mar-22;2022;Sustraídos;17.836
Viettel Peru S.A.C.;mar-22;2022;Perdidos;4.816
America Movil Peru S.A.C.;abr-22;2022;Perdidos;8.234
America Movil Peru S.A.C.;abr-22;2022;Recuperados;2.042
America Movil Peru S.A.C.;abr-22;2022;Sustraídos;45.610
Entel Peru S.A.;abr-22;2022;Sustraídos;37.299
Entel Peru S.A.;abr-22;2022;Perdidos;3.984
Entel Peru S.A.;abr-22;2022;Recuperados;1.675
Flash Servicios Peru S.R.L.;abr-22;2022;Recuperados;12
Flash Servicios Peru S.R.L.;abr-22;2022;Perdidos;54
Flash Servicios Peru S.R.L.;abr-22;2022;Sustraídos;125
Guinea Mobile S.A.C;abr-22;2022;Sustraídos;83
Guinea Mobile S.A.C;abr-22;2022;Recuperados;1
Guinea Mobile S.A.C;abr-22;2022;Perdidos;59
Telefonica del Peru S.A.A.;abr-22;2022;Recuperados;1.408
Telefonica del Peru S.A.A.;abr-22;2022;Sustraídos;32.426
Telefonica del Peru S.A.A.;abr-22;2022;Perdidos;4.087
Viettel Peru S.A.C.;abr-22;2022;Sustraídos;17.442
Viettel Peru S.A.C.;abr-22;2022;Recuperados;1.634
Viettel Peru S.A.C.;abr-22;2022;Perdidos;4.829
America Movil Peru S.A.C.;may-22;2022;Perdidos;9.704
America Movil Peru S.A.C.;may-22;2022;Recuperados;2.486
America Movil Peru S.A.C.;may-22;2022;Sustraídos;51.845
Entel Peru S.A.;may-22;2022;Recuperados;1.886
Entel Peru S.A.;may-22;2022;Perdidos;5.498
Entel Peru S.A.;may-22;2022;Sustraídos;42.236
Flash Servicios Peru S.R.L.;may-22;2022;Perdidos;52
Flash Servicios Peru S.R.L.;may-22;2022;Sustraídos;163
Flash Servicios Peru S.R.L.;may-22;2022;Recuperados;5
Guinea Mobile S.A.C;may-22;2022;Sustraídos;72
Guinea Mobile S.A.C;may-22;2022;Perdidos;65
Telefonica del Peru S.A.A.;may-22;2022;Perdidos;4.408
Telefonica del Peru S.A.A.;may-22;2022;Recuperados;1.663
Telefonica del Peru S.A.A.;may-22;2022;Sustraídos;37.009
Viettel Peru S.A.C.;may-22;2022;Recuperados;2.139
Viettel Peru S.A.C.;may-22;2022;Perdidos;5.639
Viettel Peru S.A.C.;may-22;2022;Sustraídos;20.206
America Movil Peru S.A.C.;jun-22;2022;Perdidos;9.536
America Movil Peru S.A.C.;jun-22;2022;Recuperados;2.290
America Movil Peru S.A.C.;jun-22;2022;Sustraídos;50.758
Entel Peru S.A.;jun-22;2022;Recuperados;1.571
Entel Peru S.A.;jun-22;2022;Sustraídos;38.884
Entel Peru S.A.;jun-22;2022;Perdidos;4.791
Flash Servicios Peru S.R.L.;jun-22;2022;Sustraídos;146
Flash Servicios Peru S.R.L.;jun-22;2022;Perdidos;37
Flash Servicios Peru S.R.L.;jun-22;2022;Recuperados;7
Guinea Mobile S.A.C;jun-22;2022;Sustraídos;77
Guinea Mobile S.A.C;jun-22;2022;Recuperados;1
Guinea Mobile S.A.C;jun-22;2022;Perdidos;52
Telefonica del Peru S.A.A.;jun-22;2022;Sustraídos;34.357
Telefonica del Peru S.A.A.;jun-22;2022;Recuperados;1.672
Telefonica del Peru S.A.A.;jun-22;2022;Perdidos;4.455
Viettel Peru S.A.C.;jun-22;2022;Sustraídos;19.568
Viettel Peru S.A.C.;jun-22;2022;Perdidos;5.803
Viettel Peru S.A.C.;jun-22;2022;Recuperados;2.629
America Movil Peru S.A.C.;jul-22;2022;Perdidos;9.650
America Movil Peru S.A.C.;jul-22;2022;Sustraídos;51.174
America Movil Peru S.A.C.;jul-22;2022;Recuperados;2.125
Entel Peru S.A.;jul-22;2022;Recuperados;1.517
Entel Peru S.A.;jul-22;2022;Sustraídos;38.996
Entel Peru S.A.;jul-22;2022;Perdidos;4.873
Flash Servicios Peru S.R.L.;jul-22;2022;Perdidos;32
Flash Servicios Peru S.R.L.;jul-22;2022;Recuperados;3
Flash Servicios Peru S.R.L.;jul-22;2022;Sustraídos;107
Guinea Mobile S.A.C;jul-22;2022;Perdidos;26
Guinea Mobile S.A.C;jul-22;2022;Sustraídos;60
Telefonica del Peru S.A.A.;jul-22;2022;Sustraídos;32.266
Telefonica del Peru S.A.A.;jul-22;2022;Recuperados;1.541
Telefonica del Peru S.A.A.;jul-22;2022;Perdidos;4.143
Viettel Peru S.A.C.;jul-22;2022;Perdidos;5.889
Viettel Peru S.A.C.;jul-22;2022;Sustraídos;19.755
Viettel Peru S.A.C.;jul-22;2022;Recuperados;2.575
America Movil Peru S.A.C.;ago-22;2022;Perdidos;10.134
America Movil Peru S.A.C.;ago-22;2022;Recuperados;2.353
America Movil Peru S.A.C.;ago-22;2022;Sustraídos;53.660
Entel Peru S.A.;ago-22;2022;Perdidos;5.148
Entel Peru S.A.;ago-22;2022;Sustraídos;40.311
Entel Peru S.A.;ago-22;2022;Recuperados;1.718
Flash Servicios Peru S.R.L.;ago-22;2022;Recuperados;5
Flash Servicios Peru S.R.L.;ago-22;2022;Perdidos;33
Flash Servicios Peru S.R.L.;ago-22;2022;Sustraídos;128
Guinea Mobile S.A.C;ago-22;2022;Sustraídos;92
Guinea Mobile S.A.C;ago-22;2022;Perdidos;47
Telefonica del Peru S.A.A.;ago-22;2022;Perdidos;4.575
Telefonica del Peru S.A.A.;ago-22;2022;Sustraídos;35.270
Telefonica del Peru S.A.A.;ago-22;2022;Recuperados;2.419
Viettel Peru S.A.C.;ago-22;2022;Perdidos;6.535
Viettel Peru S.A.C.;ago-22;2022;Recuperados;2.196
Viettel Peru S.A.C.;ago-22;2022;Sustraídos;21.016
